s_thresh,v_thresh,3/3,3/5,3/7,3/9,3/11,3/13,3/15,3/17,3/19,3/21,3/23,3/25,3/27,3/29,3/31,3/33,3/35,3/37,3/39,3/41,3/43,3/45,3/47,3/49,3/51,5/3,5/5,5/7,5/9,5/11,5/13,5/15,5/17,5/19,5/21,5/23,5/25,5/27,5/29,5/31,5/33,5/35,5/37,5/39,5/41,5/43,5/45,5/47,5/49,5/51,7/3,7/5,7/7,7/9,7/11,7/13,7/15,7/17,7/19,7/21,7/23,7/25,7/27,7/29,7/31,7/33,7/35,7/37,7/39,7/41,7/43,7/45,7/47,7/49,7/51,9/3,9/5,9/7,9/9,9/11,9/13,9/15,9/17,9/19,9/21,9/23,9/25,9/27,9/29,9/31,9/33,9/35,9/37,9/39,9/41,9/43,9/45,9/47,9/49,9/51,11/3,11/5,11/7,11/9,11/11,11/13,11/15,11/17,11/19,11/21,11/23,11/25,11/27,11/29,11/31,11/33,11/35,11/37,11/39,11/41,11/43,11/45,11/47,11/49,11/51
19,105,51,38,34,29,25,25,24,23,22,22,22,22,22,21,21,21,21,21,20,20,20,20,20,22,20,26,23,20,20,19,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,14,12,11,11,11,11,11,11,11,11,11,11,12,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7,7,6,6
19,106,54,41,35,30,27,27,25,24,23,23,22,22,22,22,22,22,22,22,21,21,19,19,19,21,19,26,23,20,20,19,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,13,11,11,11,11,11,11,11,11,11,11,11,12,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7,7,6,6
19,107,57,42,36,29,27,27,26,25,24,23,23,23,23,23,23,22,22,21,20,20,19,19,19,21,19,25,22,20,20,19,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,13,11,11,11,11,11,11,11,11,11,11,11,12,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7,7,6,6
20,94,50,38,28,23,20,20,20,20,19,18,18,18,18,18,18,18,18,18,21,17,17,17,17,17,17,23,22,19,17,17,17,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,12,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
20,95,50,39,29,22,21,21,21,21,20,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,17,23,23,20,18,18,18,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
20,96,51,38,30,22,21,21,21,21,20,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,17,23,23,20,18,18,18,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
20,97,52,38,31,23,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,23,23,20,18,18,18,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
20,98,51,38,31,23,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,20,18,24,24,21,20,19,19,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
20,99,48,36,29,23,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,20,18,25,25,20,20,19,18,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
20,100,48,37,30,24,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,20,18,25,24,20,18,19,18,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,15,15,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
20,101,49,38,31,24,23,23,23,23,22,20,20,20,20,20,19,19,20,19,18,18,18,18,18,20,18,26,24,21,19,20,19,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
20,102,47,37,30,24,23,23,23,23,22,20,20,20,20,20,19,19,20,19,18,18,18,18,18,20,18,26,24,21,19,20,19,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
20,103,48,38,31,25,24,24,24,24,23,21,21,21,21,21,19,19,20,19,18,18,18,18,18,20,18,27,24,21,20,21,20,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,15,15,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
20,104,50,38,33,28,23,23,22,21,20,20,20,20,20,19,19,19,19,19,18,18,18,18,18,20,18,27,24,21,20,21,20,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,15,15,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,11,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
20,105,50,40,35,30,25,25,24,23,22,22,22,22,22,21,21,21,21,21,20,20,20,20,20,22,20,27,24,21,20,21,20,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,15,15,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6
20,106,53,43,36,30,27,27,25,24,23,23,22,22,22,22,22,22,22,22,21,21,19,19,19,21,19,27,24,21,20,21,20,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,14,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6
20,107,55,44,37,29,27,27,26,25,24,23,23,23,23,23,23,22,22,21,20,20,19,19,19,21,19,26,23,21,20,21,20,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,15,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,14,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6
21,94,49,38,29,23,20,20,20,20,19,18,18,18,18,18,18,18,18,18,21,17,17,17,17,17,17,27,23,20,18,17,17,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4
21,95,49,39,30,22,21,21,21,21,20,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,17,27,24,21,19,18,18,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4
21,96,50,38,31,22,21,21,21,21,20,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,17,27,24,21,19,18,18,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4
21,97,51,38,32,23,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,27,24,21,19,18,18,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4
21,98,51,38,32,23,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,28,25,22,21,19,19,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4
21,99,48,36,30,23,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,29,26,21,21,19,18,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4
21,100,48,37,31,24,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,29,25,21,19,19,18,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4
21,101,49,38,32,24,23,23,23,23,22,20,20,20,20,20,19,19,20,19,18,18,18,18,18,18,18,30,25,22,20,20,19,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4
21,102,47,37,31,24,23,23,23,23,22,20,20,20,20,20,19,19,20,19,18,18,18,18,18,18,20,30,25,22,20,20,19,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4
21,103,48,38,32,25,24,24,24,24,23,21,21,21,21,21,19,19,20,19,18,18,18,18,18,18,20,31,25,22,21,21,20,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4
21,104,50,39,34,28,23,23,22,21,20,20,20,20,20,19,19,19,19,19,18,18,18,18,18,18,20,31,25,22,21,21,20,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4
21,105,50,41,36,30,25,25,24,23,22,22,22,22,22,21,21,21,21,21,20,20,20,20,20,20,22,31,25,22,21,21,20,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
21,106,53,44,37,30,27,27,25,24,23,23,22,22,22,22,22,22,22,22,21,21,19,19,19,19,21,31,25,22,21,21,20,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,13,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
21,107,54,44,38,29,27,27,26,25,24,23,23,23,23,23,23,22,22,21,20,20,19,19,19,19,21,30,24,22,21,21,20,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,13,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
22,94,47,38,29,23,20,20,20,20,19,18,18,18,18,18,18,18,18,18,21,17,17,17,17,17,17,26,24,21,18,16,16,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,4
22,95,48,39,30,22,21,21,21,21,20,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,17,26,25,22,19,17,17,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,4
22,96,49,38,31,22,21,21,21,21,20,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,17,26,25,22,19,17,17,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,4
22,97,50,38,32,23,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,26,25,22,19,17,17,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,4
22,98,50,38,32,23,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,27,26,23,21,18,18,17,17,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,4
22,99,48,36,30,23,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,28,27,22,21,18,17,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,4
22,100,46,36,30,23,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,28,26,22,19,18,17,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,4
22,101,47,37,31,24,23,23,23,23,22,20,20,20,20,20,19,19,20,19,18,18,18,18,18,18,18,29,26,23,20,19,18,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,4
22,102,46,37,31,24,23,23,23,23,22,20,20,20,20,20,19,19,20,19,18,18,18,18,18,18,20,29,26,23,20,19,18,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,4
22,103,47,38,32,25,24,24,24,24,23,21,21,21,21,21,19,19,20,19,18,18,18,18,18,18,20,30,26,23,21,20,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,4
22,104,49,39,34,28,23,23,23,22,21,21,21,20,20,19,19,19,19,19,18,18,18,18,18,18,20,30,26,23,21,20,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,4
22,105,49,41,36,30,25,25,25,24,23,23,23,22,22,21,21,21,21,21,20,20,20,20,20,20,22,30,26,23,21,20,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,5
22,106,51,43,36,29,26,26,25,24,23,22,22,21,21,21,21,21,21,21,20,20,20,20,20,20,22,30,26,23,21,20,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,5
22,107,52,43,37,27,25,25,25,24,23,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,22,29,25,23,21,20,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,5
23,94,47,37,28,24,20,20,20,20,19,18,18,18,18,18,18,18,18,18,18,18,20,17,17,17,17,26,24,20,17,15,15,15,15,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5
23,95,49,38,29,23,21,21,21,21,20,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,17,26,25,21,18,16,16,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5
23,96,49,37,30,23,21,21,21,21,20,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,17,27,25,21,18,16,16,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5
23,97,50,37,31,24,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,27,25,21,18,16,16,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5
23,98,51,37,31,24,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,28,26,22,20,17,17,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5
23,99,50,37,31,24,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,29,27,21,20,17,16,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5
23,100,48,37,31,23,22,22,22,22,21,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,29,26,21,18,17,16,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5
23,101,48,38,32,24,23,23,23,23,22,20,20,20,20,20,19,19,20,19,18,18,18,18,18,18,18,30,26,22,19,18,17,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5
